serialNum,property,name,index,lat,lon
3692,ФГБУ Среднесибирское УГМС,АБАН,29485,56.7,96.0333
4187,ФГБУ Обь-Иртышское УГМС,АБАТСКОЕ,28581,56.28737778,70.43459722
2717,ФГБУ Приволжское УГМС,АБДУЛИНО,28815,53.65,53.65
1853,ФГБУ Приволжское УГМС,АВАНГАРД ЗЕРН.С/З,28908,52.62,51.28
5043,ФГБУ Якутское УГМС,АГАЯКАН,24684,63.33333333,141.7333333
5555,ФГБУ Приморское УГМС,АГЗУ,31825,47.36,138.24
4612,ФГБУ Забайкальское УГМС,АГИНСКОЕ,30859,51.1,114.52
3694,ФГБУ Среднесибирское УГМС,АГИНСКОЕ - Р.АНЖА,29676,55.25,94.8833
8793,ФГБУ Крымское УГМС,АЙ-ПЕТРИ,33998,44.48000278,34.08333333
1855,ФГБУ Приволжское УГМС,АЙДЫРЛЯ,35039,51.95,59.88
3393,ФГБУ Западно-Сибирское УГМС,Ак-Кем,36443,49.91,86.54
1856,ФГБУ Приволжское УГМС,АКБУЛАК,35127,51.02,55.63
2168,ФГБУ Башкирское УГМС,АКСАКОВО,28719,54.02,54.15
1857,ФГБУ УГМС Республики Татарстан,АКТАШ,28606,55.05083333,52.10916667
4538,ФГБУ Забайкальское УГМС,АКША,30957,50.27,113.27
2169,ФГБУ Башкирское УГМС,АКЪЯР,35037,51.87,58.21
2349,ФГБУ Северо-Кавказское УГМС,АЛАГИР,37227,43.07,44.25
3119,ФГБУ Уральское УГМС,АЛАПАЕВСК,28248,57.87,61.7
2667,ФГБУ Верхне-Волжское УГМС,АЛАТЫРЬ,27679,54.82,46.58
3394,ФГБУ Западно-Сибирское УГМС,Алейская,29937,52.31,82.46
1331,ФГБУ Центральное УГМС,АЛЕКСАНДРОВ,27428,56.4,38.75
1858,ФГБУ Приволжское УГМС,АЛЕКСАНДРОВ ГАЙ,34391,50.13191667,48.53611111
4537,ФГБУ Забайкальское УГМС,АЛЕКСАНДРОВСКИЙ З-Д,30971,50.92,117.93
3695,ФГБУ Среднесибирское УГМС,АЛЕКСАНДРОВСКИЙ ШЛЮЗ - Р.КАС,29059,59.42,89.3
2280,ФГБУ Северо-Кавказское УГМС,АЛЕКСАНДРОВСКОЕ,37051,44.72,43
8248,ФГБУ Центральное УГМС,АЛЕКСИН,27710,54.5,37.08
2839,ФГБУ Обь-Иртышское УГМС,АЛТАЙ - Р.КОНДА,23939,60.32888889,68.96027778
4804,ФГБУ Иркутское УГМС,АЛЫГДЖЕР,29894,53.63,98.22
4539,ФГБУ Забайкальское УГМС,АМАЗАР,30682,53.87,120.87
6035,ФГБУ Якутское УГМС,АМГА,24962,60.9,131.98
8484,ФГБУ Среднесибирское УГМС,АНАСТАСИНО,29674,55.12,93.38
8795,ФГБУ Крымское УГМС,АНГАРСКИЙ ПЕРЕВАЛ,33958,44.75000278,34.36000278
5270,ФГБУ Якутское УГМС,АНДРЮШКИНО,25017,69.17,154.5
144,ФГБУ Центрально-Черноземное УГМС,АННА,34238,51.48,40.42
1,ФГБУ Северное УГМС,АНТИПАЮТА,23058,69.10388889,76.85805556
5556,ФГБУ Приморское УГМС,АНУЧИНО - Р.АРСЕНЬЕBКА,31981,43.58,133.04
46,ФГБУ Мурманское УГМС,АПАТИТЫ,22213,67.55,33.35
3041,ФГБУ Уральское УГМС,АРГАЯШ,28548,55.55,60.9
2281,ФГБУ Северо-Кавказское УГМС,АРЗГИР,34964,45.4,44.2
5459,ФГБУ Колымское УГМС,Арка,24988,60.08,142.33
2802,ФГБУ Северо-Кавказское УГМС,АРМАВИР,37031,44.98333333,41.11666667
5460,ФГБУ Колымское УГМС,Армань,25914,59.68,150.16
1859,ФГБУ УГМС Республики Татарстан,АРСК,27593,56.09138889,49.86416667
2282,ФГБУ Северо-Кавказское УГМС,АРТЕЗИАН,37082,44.95000278,46.71666667
3696,ФГБУ Среднесибирское УГМС,АРТЕМОВСК,29772,54.52,93.38
3115,ФГБУ Уральское УГМС,АРТЕМОВСКИЙ,28346,57.37,61.92
408,ФГБУ Северное УГМС,АРХАНГЕЛЬСК,22550,64.5,40.72777778
2170,ФГБУ Башкирское УГМС,АРХАНГЕЛЬСКОЕ,28726,54.4,56.78
4378,ФГБУ Дальневосточное УГМС,АРХАРА,31594,49.42,130.08
6236,ФГБУ Северо-Кавказское УГМС,АРХЫЗ,37117,43.56666667,41.26666667
3697,ФГБУ Среднесибирское УГМС,АСКИЗ,29961,53.1333,90.4833
2171,ФГБУ Башкирское УГМС,АСКИНО,28522,56.11,56.57
2627,ФГБУ Северо-Кавказское УГМС,АСТРАХАНЬ,34880,46.28333333,47.98333333
1913,ФГБУ Приволжское УГМС,АТКАРСК,34069,51.87,45.03
3042,ФГБУ Уральское УГМС,АТЫМЬЯ,23829,61.03,62.22
2354,ФГБУ Северо-Кавказское УГМС,АХТЫ - р. Самур,37663,41.46666667,47.75
8905,ФГБУ Северо-Кавказское УГМС,АЧХОЙ-МАРТАН,37237,43.2,45.28333333
409,ФГБУ Северное УГМС,БАБАЕВО,27008,59.4,35.93
2355,ФГБУ Северо-Кавказское УГМС,БАБАЮРТ,37169,43.6,46.78333333
4787,ФГБУ Забайкальское УГМС,БАБУШКИН,30822,51.7,105.85
3478,ФГБУ Западно-Сибирское УГМС,Баган,29708,54.06,77.42
3473,ФГБУ Западно-Сибирское УГМС,Баево,29827,53.17,80.47
5480,ФГБУ Чукотское УГМС,БАИМКА,25335,66.53,164.28
4276,ФГБУ Среднесибирское УГМС,БАЙКИТ - Р.ПОДКАМЕННАЯ ТУНГУСКА,23891,61.6667,96.3667
2172,ФГБУ Башкирское УГМС,БАКАЛЫ,28615,55.18,53.8
3969,ФГБУ Западно-Сибирское УГМС,Бакчар,29328,57,82.04
2797,ФГБУ Приволжское УГМС,БАЛАКОВО,34086,52.02,47.82
3698,ФГБУ Среднесибирское УГМС,БАЛАХТА - Р.ЧУЛЫМ,29662,55.3833,91.6667
1860,ФГБУ Приволжское УГМС,БАЛАШОВ,34152,51.55,43.15
6040,ФГБУ Забайкальское УГМС,БАЛЕЙ,30866,51.55,116.7
5461,ФГБУ Колымское УГМС,Балыгычан,25611,63.91,154.1
5557,ФГБУ Приморское УГМС,БАРАБАШ,31971,43.12,131.28
5007,ФГБУ Иркутское УГМС,БАРГУЗИНСКИЙ ЗАПОВЕДНИК,30536,54.33333333,109.5333333
3395,ФГБУ Западно-Сибирское УГМС,Барзас,29548,55.42,86.16
4606,ФГБУ Забайкальское УГМС,БАТАКАН,30778,52.07,118.83
5044,ФГБУ Якутское УГМС,БАТАМАЙ,24656,63.52,129.48
3396,ФГБУ Западно-Сибирское УГМС,Батурино,29247,57.47,85.09
1603,ФГБУ Верхне-Волжское УГМС,БАТЫРЕВО,27685,55.07,47.6
3699,ФГБУ Среднесибирское УГМС,БАХТА - Р.ЕНИСЕЙ,23776,62.47,89
4805,ФГБУ Иркутское УГМС,БАЯНДАЙ,30627,53.1,105.53
1585,ФГБУ Центральное УГМС,БЕЖЕЦК,27217,57.76,36.7
2283,ФГБУ Северо-Кавказское УГМС,БЕЛАЯ ГЛИНА,34836,46.08333333,40.88333333
2804,ФГБУ Северо-Кавказское УГМС,БЕЛАЯ КАЛИТВА,34539,48.25,40.82
1604,ФГБУ Верхне-Волжское УГМС,БЕЛАЯ ХОЛУНИЦА,28105,58.83,50.85
1861,ФГБУ Приволжское УГМС,БЕЛИНСКИЙ,27955,52.97,43.4
3397,ФГБУ Западно-Сибирское УГМС,Белово,29745,54.27,86.22
4321,ФГБУ Дальневосточное УГМС,БЕЛОГОРСК - Р.ТОМЬ,31513,50.92,128.47
1226,ФГБУ Северное УГМС,БЕЛОЗЕРСК,22939,60.02027778,37.75916667
2762,ФГБУ Башкирское УГМС,БЕЛОРЕЦК,28831,53.96,58.35
2284,ФГБУ Северо-Кавказское УГМС,БЕЛОРЕЧЕНСК,37013,44.75,39.9
746,ФГБУ Центральное УГМС,БЕЛЫЙ,26585,55.83,32.93
34526,ФГБУ Западно-Сибирское УГМС,Белый Яр,29242,58.4,85.03333333
1862,ФГБУ Приволжское УГМС,БЕЛЯЕВКА,35125,51.42,56.42
6036,ФГБУ Якутское УГМС,БЕРДИГЕСТЯХ,24758,62.27,127.07
6197,ФГБУ Дальневосточное УГМС,БЕРЕГОВОЙ,31257,54.38,127.4
4193,ФГБУ Уральское УГМС,БЕРЕЗНИКИ,28029,59.38,56.93
5045,ФГБУ Якутское УГМС,БЕСТЯХСКАЯ ЗВЕРОФЕРМА,24449,65.3,124.12
3700,ФГБУ Среднесибирское УГМС,БЕЯ - Р.БЕЯ,29962,53.05,90.9167
3399,ФГБУ Западно-Сибирское УГМС,Бийск-Зональная,29939,52.41,84.56
4322,ФГБУ Дальневосточное УГМС,БИКИН,31832,46.8,134.27
5462,ФГБУ Чукотское УГМС,БИЛИБИНО,25147,68.05,166.45
4323,ФГБУ Дальневосточное УГМС,БИРОБИДЖАН,31713,48.73,132.95
2174,ФГБУ Башкирское УГМС,БИРСК,28621,55.4,55.55
410,ФГБУ Северное УГМС,БИРЯКОВО,27044,59.58,41.48
3043,ФГБУ Уральское УГМС,БИСЕР,28138,58.52,58.85
3044,ФГБУ Уральское УГМС,БИСЕРТЬ,28432,56.88,59.07
4324,ФГБУ Дальневосточное УГМС,"БИЧЕВАЯ - Р.ХОР, ПРОТОКА БЕЗ НАЗВАНИЯ",31792,47.77,135.63
4542,ФГБУ Забайкальское УГМС,БИЧУРА,30934,50.6,107.58
3400,ФГБУ Западно-Сибирское УГМС,Благовещенка,29916,52.46,79.51
2285,ФГБУ Северо-Кавказское УГМС,БЛАГОДАРНЫЙ,34958,45.1,43.45
6113,ФГБУ Приморское УГМС,БОГОПОЛЬ - Р.ЗЕРКАЛЬНАЯ,31958,44.15,135.27
145,ФГБУ Центрально-Черноземное УГМС,БОГОРОДИЦКОЕ-ФЕНИНО ИМ. И.А. ПУЛЬМАНА,34110,51.16,37.35
4325,ФГБУ Дальневосточное УГМС,"БОГОРОДСКОЕ - МОРЕ ОХОТСКОЕ, Р.АМУР",31439,52.38,140.47
3701,ФГБУ Среднесибирское УГМС,БОГОТОЛ,29553,56.2333,89.5833
146,ФГБУ Центрально-Черноземное УГМС,БОГУЧАР,34336,49.93,40.57
2286,ФГБУ Северо-Кавказское УГМС,БОКОВСКАЯ,34445,49.22,41.83
3401,ФГБУ Западно-Сибирское УГМС,Болотное,29539,55.4,84.24
187,ФГБУ Центрально-Черноземное УГМС,БОЛХОВ,27809,53.43,36.03
1863,ФГБУ Приволжское УГМС,БОЛЬШАЯ ГЛУШИЦА,35001,52.38,50.47
4543,ФГБУ Забайкальское УГМС,БОЛЬШАЯ ЛЕПРИНДА,30374,56.65,117.62
3702,ФГБУ Среднесибирское УГМС,БОЛЬШАЯ МУРТА - Р.НИЖНЯЯ ПОДЪЕМНАЯ,29471,56.9,93.1333
3045,ФГБУ Уральское УГМС,БОЛЬШАЯ СОСНОВА,28313,57.68,54.6
5307,ФГБУ Камчатское УГМС,БОЛЬШЕРЕЦК,32562,52.83333611,156.3000028
2840,ФГБУ Обь-Иртышское УГМС,Большеречье,15501,56.09444444,74.61
1605,ФГБУ Верхне-Волжское УГМС,БОЛЬШИЕ БЕРЕЗНИКИ,27777,54.17,45.98
1864,ФГБУ УГМС Республики Татарстан,БОЛЬШИЕ КАЙБИЦЫ,27683,55.40777778,48.18083333
4178,ФГБУ Обь-Иртышское УГМС,Большие Уки,28491,56.93333333,72.66666667
2158,ФГБУ Верхне-Волжское УГМС,БОЛЬШОЕ БОЛДИНО,27666,55.02,45.32
4807,ФГБУ Иркутское УГМС,БОЛЬШОЕ ГОЛОУСТНОЕ,30727,52.03,105.42
3703,ФГБУ Среднесибирское УГМС,БОЛЬШОЙ ОН - Р.БОЛЬШОЙ ОН,36074,52.06,89.75
3704,ФГБУ Среднесибирское УГМС,БОЛЬШОЙ ПОРОГ - Р.НИЖНЯЯ ТУНГУСКА,23484,65.63,90.05
3705,ФГБУ Среднесибирское УГМС,БОЛЬШОЙ УЛУЙ - Р.БОЛЬШОЙ УЛУЙ,29464,56.65,90.55
4808,ФГБУ Иркутское УГМС,БОЛЬШОЙ УШКАНИЙ О-В,30632,53.85,108.58
4326,ФГБУ Дальневосточное УГМС,БОМНАК - ВДХР.ЗЕЯ,31253,54.72,128.87
147,ФГБУ Центрально-Черноземное УГМС,БОРИСОГЛЕБСК,34146,51.37,42.08
2674,ФГБУ Приволжское УГМС,БОРОВОЕ ЛЕСНИЧЕСТВО,28903,53,52.05
4806,ФГБУ Иркутское УГМС,БОХАН,30618,53.13,103.77
4327,ФГБУ Дальневосточное УГМС,БРАТОЛЮБОВКА,31521,50.78,129.33
3046,ФГБУ Уральское УГМС,БРЕДЫ,35041,52.43,60.35
1483,ФГБУ Центральное УГМС,БРЕЙТОВО,27213,58.3,37.86
3047,ФГБУ Уральское УГМС,БРОДОКАЛМАК,28549,55.58,62.07
8270,ФГБУ Центрально-Черноземное УГМС,БРЯНСК,26898,53.25,34.32
2175,ФГБУ Башкирское УГМС,БУЗДЯК,28713,54.57527778,54.53722222
1911,ФГБУ Приволжское УГМС,БУЗУЛУК,28909,52.82,52.22
1411,ФГБУ Центральное УГМС,БУЙ,27242,58.48,41.53
2356,ФГБУ Северо-Кавказское УГМС,БУЙНАКСК,37471,42.81666667,47.11666667
4544,ФГБУ Забайкальское УГМС,БУКУКУН,30948,49.45,111.13
4545,ФГБУ Забайкальское УГМС,БУРГЕНЬ,30755,52.43,113.77
3048,ФГБУ Уральское УГМС,БУРМАНТОВО,23827,61.28,60.47
4328,ФГБУ Дальневосточное УГМС,БУРУКАН - Р.ТУГУР ПРОТОКА ГАДЕК,31348,53.05,136
3049,ФГБУ Уральское УГМС,БУТКА,28455,56.72,63.77
5046,ФГБУ Якутское УГМС,БУЯГА,31011,59.64583333,121.1216667
6234,ФГБУ Якутское УГМС,БЫКОВ МЫС,21821,72,129.12
2841,ФГБУ Обь-Иртышское УГМС,Вагайское - Р.BАГАЙ,28278,57.94833333,69.0275
5669,ФГБУ Сахалинское УГМС,ВАЛ,32036,52.33,143.08
747,ФГБУ Северо-Западное УГМС,ВАЛААМ - ОЗ.ЛАДОЖСКОЕ,22805,61.37,30.88
148,ФГБУ Центрально-Черноземное УГМС,ВАЛУЙКИ,34321,50.22,38.1
3402,ФГБУ Западно-Сибирское УГМС,Ванжиль-Кынак,23966,60.21,84.05
3050,ФГБУ Уральское УГМС,ВАРНА,28847,53.38,60.95
2842,ФГБУ Обь-Иртышское УГМС,ВАХОВСК - Р.BАХ,23953,60.9575,78.77388889
3051,ФГБУ Уральское УГМС,ВАЯ,23913,60.6,58.38
2350,ФГБУ Северо-Кавказское УГМС,ВЕДЕНО,37361,42.96666667,46.1
748,ФГБУ Центральное УГМС,ВЕЛИЖ,26578,55.62,31.18
3706,ФГБУ Среднесибирское УГМС,ВЕЛЬМО - РУЧ.МИХАНСКИЙ,23982,61.02,93.42
3403,ФГБУ Западно-Сибирское УГМС,Венгерово,29508,55.4,76.43
411,ФГБУ Северное УГМС,ВЕНДИНГА,22686,63.44277778,47.92
3052,ФГБУ Уральское УГМС,ВЕРЕЩАГИНО,28216,58.08,54.68
3707,ФГБУ Среднесибирское УГМС,ВЕРЕЩАГИНО - Р.ЕНИСЕЙ,23578,64.23,87.47
3708,ФГБУ Среднесибирское УГМС,ВЕРХНЕИМБАТСК - Р.ЕНИСЕЙ,23678,63.15,87.95
4861,ФГБУ Иркутское УГМС,ВЕРХНЕМАРКОВО,30229,57.33,107.07
34551,ФГБУ Иркутское УГМС,ВЕРХНЕОКИНСКИЙ,30608,53.45,101.3166667
3055,ФГБУ Уральское УГМС,ВЕРХНЕУРАЛЬСК,28833,53.88,59.2
2176,ФГБУ Башкирское УГМС,ВЕРХНЕЯРКЕЕВО,28613,55.43,54.33
2288,ФГБУ Северо-Кавказское УГМС,ВЕРХНИЙ БАСКУНЧАК,34579,48.21666667,46.73333333
3054,ФГБУ Уральское УГМС,ВЕРХНИЙ УФАЛЕЙ,28541,56.08,60.3
4809,ФГБУ Иркутское УГМС,ВЕРХНЯЯ ГУТАРА,29789,54.22,96.97
1536,ФГБУ Северное УГМС,ВЕРХНЯЯ ТОЙМА,22778,62.23,45.03
149,ФГБУ Центрально-Черноземное УГМС,ВЕРХОВЬЕ,27915,52.82,37.27
4331,ФГБУ Дальневосточное УГМС,ВЕРХОВЬЕ УРМИ - Р.УРМИ,31548,50.05,133.58
3053,ФГБУ Уральское УГМС,ВЕРХОТУРЬЕ,28144,58.87,60.78
1606,ФГБУ Верхне-Волжское УГМС,ВЕРХОШИЖЕМЬЕ,27295,58.02,49.12
5047,ФГБУ Якутское УГМС,ВЕРХОЯНСКИЙ ПЕРЕВОЗ,24668,63.32,132.02
4329,ФГБУ Дальневосточное УГМС,ВЕСЕЛАЯ ГОРКА,31418,52.3,135.8
414,ФГБУ Северное УГМС,ВЕСЛЯНА,23701,62.98,50.9
1607,ФГБУ Верхне-Волжское УГМС,ВЕТЛУГА,27277,57.85,45.77
2843,ФГБУ Обь-Иртышское УГМС,Викулово - р.Ишим,28481,56.81833333,70.60388889
415,ФГБУ Северное УГМС,ВИЛЕГОДСКОЕ,22889,61.10416667,47.99389167
749,ФГБУ Северо-Западное УГМС,ВИННИЦЫ,22925,60.63,34.78
3056,ФГБУ Уральское УГМС,ВИСИМ,28333,57.67,59.53
2632,ФГБУ Северо-Кавказское УГМС,ВЛАДИКАВКАЗ,37228,43.03333333,44.68333333
8797,ФГБУ Крымское УГМС,ВЛАДИСЛАВОВКА,33973,45.17,35.38
8909,ФГБУ ГГО,ВОЕЙКОВО (ГГО),26002,59.95,30.7
413,ФГБУ Северное УГМС,ВОЖЕГА,22954,60.47472222,40.20833333
792,ФГБУ Северо-Западное УГМС,ВОЗНЕСЕНЬЕ - ОЗ.ОНЕЖСКОЕ,22829,61.02,35.48
2639,ФГБУ Северо-Кавказское УГМС,ВОЛГОГРАД-СХИ,34561,48.66666667,44.45
150,ФГБУ Центральное УГМС,ВОЛОВО,27824,53.55666667,38.00638889
8451,ФГБУ Северное УГМС,ВОЛОГДА,27037,59.32,39.93
282,ФГБУ Центральное УГМС,ВОЛОКОЛАМСК,27502,56.01277778,35.93305556
750,ФГБУ Северо-Западное УГМС,ВОЛОСОВО,26067,59.43,29.5
3987,ФГБУ Среднесибирское УГМС,ВОЛОЧАНКА - Р.ХЕТА,20982,70.9667,94.5
3490,ФГБУ Западно-Сибирское УГМС,Волчиха,36022,52.01,80.2
2844,ФГБУ Обь-Иртышское УГМС,ВОНЪЕГАН,23823,61.95611111,64.93777778
3709,ФГБУ Среднесибирское УГМС,ВОРОГОВО - Р.ЕНИСЕЙ,23973,61.03,89.63
31206,ФГБУ Центрально-Черноземное УГМС,Воронеж,34123,51.7,39.21666667
1608,ФГБУ Верхне-Волжское УГМС,ВОСКРЕСЕНСКОЕ,27463,56.81,45.43
5048,ФГБУ Якутское УГМС,ВОСТОЧНАЯ,24679,63.24111111,139.6291667
1609,ФГБУ Верхне-Волжское УГМС,ВОТКИНСК,28318,57.05,53.92
1384,ФГБУ Центральное УГМС,ВОХМА,27176,58.93,46.77
4812,ФГБУ Иркутское УГМС,ВЫДРИНО-НА-ЧУНЕ,29492,56.83,99.03
2159,ФГБУ Верхне-Волжское УГМС,ВЫКСА,27643,55.33,42.12
412,ФГБУ Северное УГМС,ВЫТЕГРА,22837,61.01694444,36.45555556
751,ФГБУ Центральное УГМС,ВЫШНИЙ ВОЛОЧЕК - Р.ВОЛГА,26393,57.53,34.55
4332,ФГБУ Дальневосточное УГМС,ВЯЗЕМСКАЯ,31786,47.52,134.77
1325,ФГБУ Центральное УГМС,ВЯЗНИКИ,27543,56.2,42.18
1865,ФГБУ УГМС Республики Татарстан,ВЯЗОВЫЕ,27594,55.81444444,48.51166667
798,ФГБУ Центральное УГМС,ВЯЗЬМА,26695,55.17,34.4
752,ФГБУ Северо-Западное УГМС,ВЯРТСИЛЯ,22707,62.18,30.68
2160,ФГБУ Верхне-Волжское УГМС,ВЯТСКИЕ ПОЛЯНЫ,28502,56.23,51.03
753,ФГБУ Центральное УГМС,ГАГАРИН,27507,55.55083333,35.02083333
3120,ФГБУ Уральское УГМС,ГАЙНЫ,23909,60.28,54.35
1380,ФГБУ Центральное УГМС,ГАЛИЧ,27243,58.38,42.37
3057,ФГБУ Уральское УГМС,ГАРИ,28049,59.43,62.33
4333,ФГБУ Дальневосточное УГМС,ГВАСЮГИ,31801,47.67,136.18
754,ФГБУ Северо-Западное УГМС,ГДОВ,26157,58.73,27.83
4334,ФГБУ Дальневосточное УГМС,ГЕОРГИЕВКА,31790,47.95,135.23
2289,ФГБУ Северо-Кавказское УГМС,ГЕОРГИЕВСК,37058,44.13,43.45
1641,ФГБУ Верхне-Волжское УГМС,ГЛАЗОВ,28214,58.13,52.58
5558,ФГБУ Приморское УГМС,ГЛУБИННОЕ - Р.ДАЛЬНЯЯ,31848,46.07,135.23
2845,ФГБУ Обь-Иртышское УГМС,ГОЛЫШМАНОВО,28478,56.40361389,68.36805556
8740,ФГБУ Северо-Кавказское УГМС,ГОРАГОРСКАЯ,37231,43.5,45.1
3984,ФГБУ Среднесибирское УГМС,ГОРБИАЧИН - Р.ГОРБИАЧИН,23275,67.48,87.83
4335,ФГБУ Дальневосточное УГМС,ГОРИН - Р.ГОРИН,31489,51.2,136.8
2290,ФГБУ Северо-Кавказское УГМС,ГОРНЫЙ,37017,44.28333333,39.26666667
3505,ФГБУ Западно-Сибирское УГМС,Горняк,36037,50.59,81.29
1866,ФГБУ Приволжское УГМС,ГОРОДИЩЕ,27877,53.28,45.68
2291,ФГБУ Северо-Кавказское УГМС,ГОРОДОВИКОВСК,34845,46.07,41.97
